date,ili,detection_rate,delta_ili,peak_gap,min_temp,max_temp,daily_rain,avg_humidity
2020-04-03,18.836,20.143,3.107,9.25,5.3,16.3,3.5,53.8
2020-04-04,19.457,20.329,3.521,8.85,5.0,13.3,3.714,36.4
2020-04-05,20.079,20.514,3.936,8.45,1.9,13.7,3.929,29.5
2020-04-06,20.7,20.7,4.35,8.05,2.9,16.1,4.143,38.3
2020-04-07,20.543,20.564,3.571,7.971,6.0,16.8,4.357,56.6
2020-04-08,20.386,20.429,2.793,7.893,5.2,14.2,4.571,25.5
2020-04-09,20.229,20.293,2.014,7.814,4.3,14.7,4.786,44.6
2020-04-10,20.071,20.157,1.236,7.736,5.8,16.8,5.0,52.6
2020-04-11,19.914,20.021,0.457,7.657,6.2,16.0,5.214,63.8
2020-04-12,19.757,19.886,-0.321,7.579,4.4,15.6,5.429,58.6
2020-04-13,19.6,19.75,-1.1,7.5,4.3,20.4,5.643,39.4
2020-04-14,17.479,19.164,-3.064,9.293,7.6,19.6,5.857,46.8
2020-04-15,15.357,18.579,-5.029,11.086,7.2,20.2,6.071,39.8
2020-04-16,13.236,17.993,-6.993,12.879,8.9,23.8,6.286,39.9
2020-04-17,11.114,17.407,-8.957,14.671,10.4,15.4,6.5,77.8
2020-04-18,8.993,16.821,-10.921,16.464,8.5,19.6,8.4,67.9
2020-04-19,6.871,16.236,-12.886,18.257,9.5,15.5,10.3,75.8
2020-04-20,4.75,15.65,-14.85,20.05,7.6,13.1,0.1,73.0
2020-04-21,5.9,15.007,-11.579,18.643,4.8,10.4,0.05,49.0
2020-04-22,7.05,14.364,-8.307,17.236,4.1,8.3,0.0,46.8
2020-04-23,8.2,13.721,-5.036,15.829,2.9,12.8,0.0,47.8
2020-04-24,9.35,13.079,-1.764,14.421,4.1,14.3,0.0,55.6
2020-04-25,10.5,12.436,1.507,13.014,9.9,17.1,0.0,54.4
2020-04-26,11.65,11.793,4.779,11.607,6.8,19.0,0.0,43.1
2020-04-27,12.8,11.15,8.05,10.2,8.7,18.3,0.0,49.8
2020-04-28,12.429,10.607,6.529,10.343,7.8,19.9,0.0,50.0
2020-04-29,12.057,10.064,5.007,10.486,9.3,21.0,0.0,48.6
2020-04-30,11.686,9.521,3.486,10.629,9.3,23.4,0.0,57.1
2020-05-01,11.314,8.979,1.964,10.771,16.4,26.2,0.0,73.6
2020-05-02,10.943,8.436,0.443,10.914,18.0,23.9,0.0,79.6
2020-05-03,10.571,7.893,-1.079,11.057,17.0,27.4,0.0,68.8
2020-05-04,10.2,7.35,-2.6,11.2,14.8,25.3,0.46,63.9
2020-05-05,9.764,6.643,-2.664,11.621,13.1,19.3,0.92,67.9
2020-05-06,9.329,5.936,-2.729,12.043,11.1,27.6,1.38,50.0
2020-05-07,8.893,5.229,-2.793,12.464,14.9,26.5,1.84,32.5
2020-05-08,8.457,4.521,-2.857,12.886,14.3,27.3,2.3,32.8
2020-05-09,8.021,3.814,-2.921,13.307,12.7,16.8,24.4,94.4
2020-05-10,7.586,3.107,-2.986,13.729,12.8,16.6,1.3,88.6
2020-05-11,7.15,2.4,-3.05,14.15,12.4,22.0,3.4,61.0
2020-05-12,6.964,2.707,-2.8,14.336,10.5,18.9,0.7,69.4
2020-05-13,6.779,3.014,-2.55,14.521,10.2,21.8,4.467,47.3
2020-05-14,6.593,3.321,-2.3,14.707,12.4,25.4,8.233,35.4
2020-05-15,6.407,3.629,-2.05,14.893,14.1,20.2,12.0,81.4
2020-05-16,6.221,3.936,-1.8,15.079,15.0,20.3,2.5,90.3
2020-05-17,6.036,4.243,-1.55,15.264,14.6,24.9,0.0,80.1
2020-05-18,5.85,4.55,-1.3,15.45,13.2,26.8,29.8,79.4
2020-05-19,5.729,4.657,-1.236,15.571,10.1,17.1,19.0,73.6
2020-05-20,5.607,4.764,-1.171,15.693,9.2,20.1,0.0,60.4
2020-05-21,5.486,4.871,-1.107,15.814,10.9,22.9,0.0,56.1
2020-05-22,5.364,4.979,-1.043,15.936,14.8,22.7,0.0,68.5
2020-05-23,5.243,5.086,-0.979,16.057,16.6,25.0,0.0,66.1
2020-05-24,5.121,5.193,-0.914,16.179,14.3,20.2,14.5,84.8
2020-05-25,5.0,5.3,-0.85,16.3,13.7,21.3,8.0,81.0
2020-05-26,4.929,4.543,-0.8,16.371,12.7,22.9,1.5,81.9
2020-05-27,4.857,3.786,-0.75,16.443,11.8,23.9,0.75,68.5
2020-05-28,4.786,3.029,-0.7,16.514,14.2,23.4,0.0,62.8
2020-05-29,4.714,2.271,-0.65,16.586,14.6,27.6,0.333,65.6
2020-05-30,4.643,1.514,-0.6,16.657,16.5,30.0,0.667,57.3
2020-05-31,4.571,0.757,-0.55,16.729,17.6,28.0,1.0,63.0
2020-06-01,4.5,0.0,-0.5,16.8,16.6,24.5,0.4,64.3
2020-06-02,4.45,0.164,-0.479,16.814,14.8,21.8,2.0,71.0
2020-06-03,4.4,0.329,-0.457,16.829,17.6,28.4,1.1,73.3
2020-06-04,4.35,0.493,-0.436,16.843,19.7,26.5,0.2,81.1
2020-06-05,4.3,0.657,-0.414,16.857,18.4,28.7,1.2,69.4
2020-06-06,4.25,0.821,-0.393,16.871,19.2,30.9,2.2,63.6
2020-06-07,4.2,0.986,-0.371,16.886,19.2,29.2,3.2,69.4
2020-06-08,4.15,1.15,-0.35,16.9,19.8,32.0,4.2,63.6
2020-06-09,4.179,0.986,-0.271,15.943,20.3,32.8,5.2,51.6
2020-06-10,4.207,0.821,-0.193,14.986,22.5,32.1,6.2,63.8
2020-06-11,4.236,0.657,-0.114,14.029,21.7,31.6,0.0,68.3
2020-06-12,4.264,0.493,-0.036,13.071,21.6,27.6,0.0,68.6
2020-06-13,4.293,0.329,0.043,12.114,20.6,33.5,0.0,52.8
2020-06-14,4.321,0.164,0.121,11.157,20.1,28.8,1.1,70.6
2020-06-15,4.35,0.0,0.2,10.2,18.2,28.6,0.9,62.3
2020-06-16,4.257,0.0,0.079,10.093,20.0,30.7,0.7,63.0
2020-06-17,4.164,0.0,-0.043,9.986,20.2,30.3,0.5,58.6
2020-06-18,4.071,0.0,-0.164,9.879,20.3,27.3,0.3,61.4
2020-06-19,3.979,0.0,-0.286,9.771,21.1,30.0,0.1,61.4
2020-06-20,3.886,0.0,-0.407,9.664,20.7,29.7,0.075,62.6
2020-06-21,3.793,0.0,-0.529,9.557,19.5,32.7,0.05,59.5
2020-06-22,3.7,0.0,-0.65,9.45,21.7,35.4,0.025,50.5
2020-06-23,3.75,0.0,-0.507,8.979,23.2,31.0,0.0,53.5
2020-06-24,3.8,0.0,-0.364,8.507,19.9,26.3,37.6,83.5
2020-06-25,3.85,0.0,-0.221,8.036,20.1,23.4,13.3,91.0
2020-06-26,3.9,0.0,-0.079,7.564,19.2,25.7,2.1,82.1
2020-06-27,3.95,0.0,0.064,7.093,20.4,29.6,0.0,70.4
2020-06-28,4.0,0.0,0.207,6.621,21.5,30.1,5.95,70.5
2020-06-29,4.05,0.0,0.35,6.15,20.6,26.5,11.9,77.0
2020-06-30,3.986,0.0,0.236,5.779,18.4,23.1,64.7,83.0
2020-07-01,3.921,0.0,0.121,5.407,18.1,24.3,0.0,79.3
2020-07-02,3.857,0.0,0.007,5.036,20.4,29.8,0.05,74.5
2020-07-03,3.793,0.0,-0.107,4.664,21.6,30.6,0.1,63.5
2020-07-04,3.729,0.0,-0.221,4.293,20.4,29.5,1.6,63.9
2020-07-05,3.664,0.0,-0.336,3.921,19.9,27.6,1.067,68.6
2020-07-06,3.6,0.0,-0.45,3.55,21.8,30.9,0.533,66.6
2020-07-07,3.621,0.0,-0.364,3.35,22.1,28.1,0.0,75.5
2020-07-08,3.643,0.0,-0.279,3.15,21.3,30.4,0.733,71.9
2020-07-09,3.664,0.0,-0.193,2.95,21.8,32.9,1.467,64.6
2020-07-10,3.686,0.0,-0.107,2.75,22.7,27.7,2.2,75.0
2020-07-11,3.707,0.0,-0.021,2.55,22.2,30.2,2.55,62.6
2020-07-12,3.729,0.0,0.064,2.35,21.7,26.0,2.9,71.9
2020-07-13,3.75,0.0,0.15,2.15,17.7,21.7,47.6,94.8
2020-07-14,3.764,0.193,0.143,2.007,17.2,24.3,11.5,79.4
2020-07-15,3.779,0.386,0.136,1.864,18.9,28.7,7.667,63.1
2020-07-16,3.793,0.579,0.129,1.721,20.4,29.7,3.833,70.9
2020-07-17,3.807,0.771,0.121,1.579,21.5,31.6,0.0,72.0
2020-07-18,3.821,0.964,0.114,1.436,22.8,31.0,14.55,71.6
2020-07-19,3.836,1.157,0.107,1.293,20.6,26.6,29.1,81.6
2020-07-20,3.85,1.35,0.1,1.15,22.4,26.6,3.6,86.3
2020-07-21,3.864,1.157,0.1,1.1,21.4,30.5,0.0,77.0
2020-07-22,3.879,0.964,0.1,1.05,22.6,25.7,11.5,89.3
2020-07-23,3.893,0.771,0.1,1.0,18.5,22.6,103.1,95.5
2020-07-24,3.907,0.579,0.1,0.95,18.7,26.8,2.9,74.3
2020-07-25,3.921,0.386,0.1,0.9,22.3,29.0,0.0,69.3
2020-07-26,3.936,0.193,0.1,0.85,21.6,29.6,0.0,69.3
2020-07-27,3.95,0.0,0.1,0.8,22.9,25.5,2.2,86.4
2020-07-28,3.829,0.0,-0.036,0.921,22.7,26.4,0.4,84.8
2020-07-29,3.707,0.0,-0.171,1.043,22.6,24.9,50.1,95.8
2020-07-30,3.586,0.0,-0.307,1.164,23.4,28.4,0.1,85.5
2020-07-31,3.464,0.0,-0.443,1.286,22.8,29.6,1.5,81.9
2020-08-01,3.343,0.0,-0.579,1.407,24.3,26.9,39.1,90.9
2020-08-02,3.221,0.0,-0.714,1.529,23.5,26.4,31.4,96.3
2020-08-03,3.1,0.0,-0.85,1.65,23.9,26.3,102.6,96.3
2020-08-04,3.129,0.0,-0.7,1.6,25.0,29.4,3.9,89.3
2020-08-05,3.157,0.0,-0.55,1.55,25.5,29.1,18.5,92.1
2020-08-06,3.186,0.0,-0.4,1.5,22.9,26.0,75.7,92.8
2020-08-07,3.214,0.0,-0.25,1.45,22.6,26.1,0.0,85.3
2020-08-08,3.243,0.0,-0.1,1.4,22.7,26.1,19.1,89.5
2020-08-09,3.271,0.0,0.05,1.35,23.7,25.8,50.3,95.4
2020-08-10,3.3,0.0,0.2,1.3,24.7,29.5,44.6,91.6
2020-08-11,3.307,0.0,0.179,1.264,22.4,27.3,97.0,92.5
2020-08-12,3.314,0.0,0.157,1.229,23.5,31.3,64.8,83.9
2020-08-13,3.321,0.0,0.136,1.193,26.3,30.3,32.6,82.4
2020-08-14,3.329,0.0,0.114,1.157,26.5,28.0,0.4,86.1
2020-08-15,3.336,0.0,0.093,1.121,25.0,27.0,69.0,96.0
2020-08-16,3.343,0.0,0.071,1.086,25.3,30.8,57.917,82.6
2020-08-17,3.35,0.0,0.05,1.05,26.1,32.2,46.833,77.9
2020-08-18,3.264,0.0,-0.043,1.129,24.0,31.9,35.75,76.3
2020-08-19,3.179,0.0,-0.136,1.207,23.6,31.4,24.667,76.8
2020-08-20,3.093,0.0,-0.229,1.286,25.0,31.7,13.583,76.0
2020-08-21,3.007,0.0,-0.321,1.364,25.2,29.2,2.5,83.1
2020-08-22,2.921,0.0,-0.414,1.443,21.7,27.6,42.6,87.4
2020-08-23,2.836,0.0,-0.507,1.521,21.5,29.9,32.1,78.4
2020-08-24,2.75,0.0,-0.6,1.6,23.7,32.0,21.6,71.6
2020-08-25,2.99,0.105,-0.414,1.429,26.0,34.5,11.1,69.5
2020-08-26,3.231,0.21,-0.229,1.257,27.0,34.5,0.6,68.3
2020-08-27,3.471,0.314,-0.043,1.086,25.6,28.6,8.7,84.6
2020-08-28,3.712,0.419,0.143,0.914,26.0,29.7,13.6,89.1
2020-08-29,3.952,0.524,0.329,0.743,25.5,29.0,13.6,90.1
2020-08-30,4.193,0.629,0.514,0.571,24.4,30.6,42.5,88.8
2020-08-31,4.433,0.733,0.7,0.4,23.8,30.0,0.0,77.9
2020-09-01,4.519,0.724,0.686,0.295,23.8,29.5,0.0,72.4
2020-09-02,4.605,0.714,0.671,0.19,22.6,26.4,33.3,91.3
2020-09-03,4.69,0.705,0.657,0.086,20.0,25.6,29.8,82.0
2020-09-04,4.776,0.695,0.643,-0.019,19.9,27.5,22.0,63.9
2020-09-05,4.862,0.686,0.629,-0.124,19.2,27.3,14.2,66.6
2020-09-06,4.948,0.676,0.614,-0.229,19.5,24.4,6.4,80.0
2020-09-07,5.033,0.667,0.6,-0.333,17.5,20.6,61.0,93.5
2020-09-08,5.019,0.676,0.5,-0.248,20.6,26.5,0.0,71.5
2020-09-09,5.005,0.686,0.4,-0.162,19.0,25.3,1.3,83.4
2020-09-10,4.99,0.695,0.3,-0.076,18.8,27.0,3.9,75.8
2020-09-11,4.976,0.705,0.2,0.01,19.2,27.1,1.2,72.6
2020-09-12,4.962,0.714,0.1,0.095,18.1,23.2,5.7,83.8
2020-09-13,4.948,0.724,-0.0,0.181,16.7,26.6,2.85,70.4
2020-09-14,4.933,0.733,-0.1,0.267,17.6,24.9,0.0,79.3
2020-09-15,4.862,0.829,-0.157,0.348,18.9,27.7,0.15,76.4
2020-09-16,4.79,0.924,-0.214,0.429,21.3,24.9,0.3,79.9
2020-09-17,4.719,1.019,-0.271,0.51,20.1,23.6,0.3,70.3
2020-09-18,4.648,1.114,-0.329,0.59,18.1,25.8,0.3,62.0
2020-09-19,4.576,1.21,-0.386,0.671,17.6,26.2,0.3,59.3
2020-09-20,4.505,1.305,-0.443,0.752,15.6,24.9,3.755,57.6
2020-09-21,4.433,1.4,-0.5,0.833,13.6,25.3,7.209,56.1
2020-09-22,4.352,1.2,-0.51,0.914,15.5,25.6,10.664,55.3
2020-09-23,4.271,1.0,-0.519,0.995,15.2,23.8,14.118,59.9
2020-09-24,4.19,0.8,-0.529,1.076,16.8,25.4,17.573,59.6
2020-09-25,4.11,0.6,-0.538,1.157,16.6,25.4,21.027,64.1
2020-09-26,4.029,0.4,-0.548,1.238,14.8,24.8,24.482,62.5
2020-09-27,3.948,0.2,-0.557,1.319,14.9,25.8,27.936,63.3
2020-09-28,3.867,0.0,-0.567,1.4,15.7,26.5,31.391,66.0
2020-09-29,4.0,0.105,-0.352,1.267,15.3,23.9,34.845,67.6
2020-09-30,4.133,0.21,-0.138,1.133,16.2,25.7,38.3,78.0
2020-10-01,4.267,0.314,0.076,1.0,15.6,23.6,19.15,74.9
2020-10-02,4.4,0.419,0.29,0.867,16.3,21.9,0.0,79.6
2020-10-03,4.533,0.524,0.505,0.733,18.3,23.2,0.0,72.5
2020-10-04,4.667,0.629,0.719,0.6,10.6,21.8,0.0,65.1
2020-10-05,4.8,0.733,0.933,0.467,8.5,18.4,0.0,57.3
2020-10-06,4.771,0.629,0.771,0.571,9.3,19.7,0.0,55.9
2020-10-07,4.743,0.524,0.61,0.676,9.9,22.0,0.0,48.9
2020-10-08,4.714,0.419,0.448,0.781,12.1,23.1,0.0,53.0
2020-10-09,4.686,0.314,0.286,0.886,12.4,23.3,0.0,53.4
2020-10-10,4.657,0.21,0.124,0.99,12.3,21.5,0.0,60.1
2020-10-11,4.629,0.105,-0.038,1.095,12.7,20.8,0.0,68.5
2020-10-12,4.6,0.0,-0.2,1.2,12.1,21.3,0.0,68.6
2020-10-13,4.614,0.214,-0.157,1.238,8.6,18.4,0.0,52.3
2020-10-14,4.629,0.429,-0.114,1.276,8.5,18.0,0.0,47.0
2020-10-15,4.643,0.643,-0.071,1.314,6.5,18.5,0.0,41.8
2020-10-16,4.657,0.857,-0.029,1.352,8.6,15.4,0.0,64.3
2020-10-17,4.671,1.071,0.014,1.39,8.7,18.6,0.0,64.3
2020-10-18,4.686,1.286,0.057,1.429,7.2,20.2,0.0,65.5
2020-10-19,4.7,1.5,0.1,1.467,9.8,21.3,0.0,74.4
2020-10-20,4.776,1.381,0.162,1.39,9.9,21.7,0.0,67.1
2020-10-21,4.852,1.262,0.224,1.314,11.8,17.3,0.0,69.4
2020-10-22,4.929,1.143,0.286,1.238,8.4,18.2,0.0,66.0
2020-10-23,5.005,1.024,0.348,1.162,5.4,13.3,1.36,51.5
2020-10-24,5.081,0.905,0.41,1.086,3.2,14.0,2.72,47.6
2020-10-25,5.157,0.786,0.471,1.01,5.4,18.2,4.08,62.5
2020-10-26,5.233,0.667,0.533,0.933,8.0,19.0,5.44,71.6
2020-10-27,5.367,1.005,0.59,0.8,9.0,19.4,6.8,74.1
2020-10-28,5.5,1.343,0.648,0.667,8.6,18.2,8.16,52.1
2020-10-29,5.633,1.681,0.705,0.533,5.5,16.1,9.52,40.3
2020-10-30,5.767,2.019,0.762,0.4,5.8,19.6,10.88,42.9
2020-10-31,5.9,2.357,0.819,0.267,8.5,18.2,12.24,60.3
2020-11-01,6.033,2.695,0.876,0.133,11.6,15.0,13.6,84.3
2020-11-02,6.167,3.033,0.933,0.0,7.9,15.6,1.7,58.3
2020-11-03,6.362,3.157,0.995,-0.152,2.7,8.6,0.5,47.5
2020-11-04,6.557,3.281,1.057,-0.305,0.2,10.8,0.4,43.9
2020-11-05,6.752,3.405,1.119,-0.457,3.4,15.9,0.3,61.5
2020-11-06,6.948,3.529,1.181,-0.61,9.9,17.2,0.2,63.3
2020-11-07,7.143,3.652,1.243,-0.762,12.2,18.1,0.1,68.8
2020-11-08,7.338,3.776,1.305,-0.914,3.1,12.4,0.1,43.8
2020-11-09,7.533,3.9,1.367,-1.067,0.7,8.9,0.1,40.9
2020-11-10,7.848,4.552,1.486,-1.224,3.5,12.9,0.1,56.1
2020-11-11,8.162,5.205,1.605,-1.381,3.5,16.5,0.1,53.5
2020-11-12,8.476,5.857,1.724,-1.538,4.6,17.7,0.1,56.9
2020-11-13,8.79,6.51,1.843,-1.695,8.5,17.6,0.1,71.5
2020-11-14,9.105,7.162,1.962,-1.852,6.8,19.3,0.1,66.9
2020-11-15,9.419,7.814,2.081,-2.01,8.2,14.9,0.1,75.0
2020-11-16,9.733,8.467,2.2,-2.167,7.5,18.3,0.1,70.1
2020-11-17,10.195,9.476,2.348,-2.319,11.7,20.0,0.1,67.5
2020-11-18,10.657,10.486,2.495,-2.471,14.8,18.7,12.2,91.4
2020-11-19,11.119,11.495,2.643,-2.624,6.9,19.1,86.9,90.5
2020-11-20,11.581,12.505,2.79,-2.776,0.3,7.0,0.0,74.3
2020-11-21,12.043,13.514,2.938,-2.929,-0.3,12.8,0.2,67.9
2020-11-22,12.505,14.524,3.086,-3.081,1.5,9.1,4.8,80.5
2020-11-23,12.967,15.533,3.233,-3.233,-1.5,5.9,3.84,61.4
2020-11-24,14.562,15.571,4.367,-4.367,0.2,6.4,2.88,54.5
2020-11-25,16.157,15.61,5.5,-5.5,0.0,9.5,1.92,64.1
2020-11-26,17.752,15.648,6.633,-6.633,1.9,10.9,0.96,66.5
2020-11-27,19.348,15.686,7.767,-7.767,0.6,7.7,0.0,61.6
2020-11-28,20.943,15.724,8.9,-8.9,-2.3,2.8,0.0,50.0
2020-11-29,22.538,15.762,10.033,-10.033,-3.6,2.6,0.0,59.6
2020-11-30,24.133,15.8,11.167,-11.167,-3.6,4.3,0.0,57.8
2020-12-01,25.89,16.976,11.329,-11.329,-3.6,6.7,0.0,44.5
2020-12-02,27.648,18.152,11.49,-11.49,0.5,6.1,0.0,41.4
2020-12-03,29.405,19.329,11.652,-11.652,-2.3,4.2,0.0,47.1
2020-12-04,31.162,20.505,11.814,-11.814,-4.6,4.4,0.0,53.8
2020-12-05,32.919,21.681,11.976,-11.976,-2.2,6.6,0.0,63.1
2020-12-06,34.676,22.857,12.138,-12.138,1.2,9.1,0.0,66.9
2020-12-07,36.433,24.033,12.3,-12.3,-0.7,6.3,0.0,57.5
2020-12-08,38.862,26.91,12.971,-12.971,-3.5,4.1,0.0,50.0
2020-12-09,41.29,29.786,13.643,-13.643,-4.1,6.2,0.0,55.1
2020-12-10,43.719,32.662,14.314,-14.314,3.2,9.3,0.0,69.9
2020-12-11,46.148,35.538,14.986,-14.986,2.6,9.4,0.967,77.1
2020-12-12,48.576,38.414,15.657,-15.657,-0.3,6.1,1.933,51.3
2020-12-13,51.005,41.29,16.329,-16.329,-6.0,2.0,2.9,74.9
2020-12-14,53.433,44.167,17.0,-17.0,-9.7,-5.0,2.175,49.1
2020-12-15,55.443,45.162,16.581,-16.581,-11.1,-4.6,1.45,43.0
2020-12-16,57.452,46.157,16.162,-16.162,-11.2,-3.9,0.725,43.9
2020-12-17,59.462,47.152,15.743,-15.743,-11.1,0.8,0.0,47.0
2020-12-18,61.471,48.148,15.324,-15.324,-6.4,1.8,0.2,57.0
2020-12-19,63.481,49.143,14.905,-14.905,-9.6,-1.2,0.16,45.1
2020-12-20,65.49,50.138,14.486,-14.486,-8.2,1.1,0.12,50.4
2020-12-21,67.5,51.133,14.067,-14.067,-6.0,4.7,0.08,64.1
2020-12-22,67.5,51.133,12.057,-12.057,-2.5,7.2,0.04,67.6
2020-12-23,67.5,51.133,10.048,-10.048,-0.4,8.5,0.0,76.6
2020-12-24,67.5,51.133,8.038,-8.038,-2.0,6.1,0.0,61.5
2020-12-25,67.5,51.133,6.029,-6.029,-4.7,3.5,0.0,51.9
2020-12-26,67.5,51.133,4.019,-4.019,-2.1,8.0,0.0,65.8
2020-12-27,67.5,51.133,2.01,-2.01,1.4,10.0,0.0,62.9
2020-12-28,67.5,51.133,0.0,0.0,4.2,11.4,1.3,72.1
2020-12-29,68.364,52.464,-0.479,0.479,-6.2,4.3,0.2,70.8
2020-12-30,69.229,53.795,-0.957,0.957,-12.9,-6.2,0.1,55.5
2020-12-31,70.093,55.126,-1.436,1.436,-12.9,-5.0,0.0,53.9
2021-01-01,70.957,56.457,-1.914,1.914,-9.8,1.6,0.0,64.0
2021-01-02,71.821,57.788,-2.393,2.393,-8.4,-1.4,0.0,38.5
2021-01-03,72.686,59.119,-2.871,2.871,-9.1,-2.0,0.0,45.0
2021-01-04,73.55,60.45,-3.35,3.35,-8.4,0.3,0.0,51.4
2021-01-05,72.064,59.321,-4.357,5.607,-9.9,-2.1,0.0,52.8
2021-01-06,70.579,58.193,-5.364,7.864,-12.0,-1.9,2.3,54.6
2021-01-07,69.093,57.064,-6.371,10.121,-16.5,-8.4,2.35,49.9
2021-01-08,67.607,55.936,-7.379,12.379,-18.6,-10.7,2.4,44.0
2021-01-09,66.121,54.807,-8.386,14.636,-16.6,-7.5,2.45,46.3
2021-01-10,64.636,53.679,-9.393,16.893,-12.8,-2.7,2.5,54.4
2021-01-11,63.15,52.55,-10.4,19.15,-9.6,-4.0,2.55,62.1
2021-01-12,60.857,51.729,-11.207,21.536,-9.3,-0.5,2.6,79.5
2021-01-13,58.564,50.907,-12.014,23.921,-3.0,8.3,0.0,80.3
2021-01-14,56.271,50.086,-12.821,26.307,-3.6,7.0,0.1,46.5
2021-01-15,53.979,49.264,-13.629,28.693,-0.7,9.9,0.2,67.4
2021-01-16,51.686,48.443,-14.436,31.079,-8.7,-0.7,0.1,59.3
2021-01-17,49.393,47.621,-15.243,33.464,-10.8,-1.3,0.0,58.5
2021-01-18,47.1,46.8,-16.05,35.85,-9.1,0.2,0.3,64.3
2021-01-19,45.057,45.336,-15.8,37.893,-11.6,-0.2,3.267,37.9
2021-01-20,43.014,43.871,-15.55,39.936,-6.6,7.1,6.233,37.8
2021-01-21,40.971,42.407,-15.3,41.979,2.5,7.0,9.2,64.4
2021-01-22,38.929,40.943,-15.05,44.021,4.8,6.6,0.1,92.9
2021-01-23,36.886,39.479,-14.8,46.064,4.8,12.2,0.5,66.0
2021-01-24,34.843,38.014,-14.55,48.107,2.4,13.9,0.9,63.9
2021-01-25,32.8,36.55,-14.3,50.15,3.0,13.9,1.3,62.0
2021-01-26,31.957,36.807,-13.1,50.993,1.7,7.4,1.7,80.4
2021-01-27,31.114,37.064,-11.9,51.836,-1.8,6.5,1.85,47.6
2021-01-28,30.271,37.321,-10.7,52.679,-9.7,1.4,2.0,52.3
2021-01-29,29.429,37.579,-9.5,53.521,-11.6,-4.9,1.25,40.0
2021-01-30,28.586,37.836,-8.3,54.364,-8.1,5.2,0.5,60.0
2021-01-31,27.743,38.093,-7.1,55.207,-3.8,8.7,0.6,57.0
2021-02-01,26.9,38.35,-5.9,56.05,-2.3,9.5,0.7,74.5
2021-02-02,26.379,36.679,-5.579,56.571,-8.2,-2.4,0.0,44.1
2021-02-03,25.857,35.007,-5.257,57.093,-9.4,1.4,3.4,64.6
2021-02-04,25.336,33.336,-4.936,57.614,-7.4,0.7,0.1,50.1
2021-02-05,24.814,31.664,-4.614,58.136,-4.4,6.7,0.09,71.8
2021-02-06,24.293,29.993,-4.293,58.657,4.3,9.5,0.08,80.4
2021-02-07,23.771,28.321,-3.971,59.179,-2.6,7.7,0.07,67.0
2021-02-08,23.25,26.65,-3.65,59.7,-5.4,0.2,0.06,43.6
2021-02-09,22.95,27.55,-3.429,60.0,-6.1,4.7,0.05,51.9
2021-02-10,22.65,28.45,-3.207,60.3,-1.5,7.2,0.04,75.1
2021-02-11,22.35,29.35,-2.986,60.6,1.3,10.9,0.03,71.5
2021-02-12,22.05,30.25,-2.764,60.9,0.6,14.0,0.02,60.6
2021-02-13,21.75,31.15,-2.543,61.2,1.0,15.9,0.01,50.6
2021-02-14,21.45,32.05,-2.321,61.5,6.4,13.8,0.0,47.6
2021-02-15,21.15,32.95,-2.1,61.8,-5.2,8.2,1.4,65.1
2021-02-16,20.393,31.386,-2.557,62.557,-7.0,-1.3,1.5,57.9
2021-02-17,19.636,29.821,-3.014,63.314,-10.4,-5.2,0.0,44.1
2021-02-18,18.879,28.257,-3.471,64.071,-10.6,-0.4,5.625,44.9
2021-02-19,18.121,26.693,-3.929,64.829,-7.1,8.9,11.25,66.9
2021-02-20,17.364,25.129,-4.386,65.586,5.5,14.9,16.875,60.4
2021-02-21,16.607,23.564,-4.843,66.343,4.7,17.4,22.5,66.6
2021-02-22,15.85,22.0,-5.3,67.1,0.4,12.6,28.125,58.3
2021-02-23,15.479,21.721,-4.914,66.221,-3.1,4.3,33.75,34.0
2021-02-24,15.107,21.443,-4.529,65.343,-3.0,10.1,39.375,33.0
2021-02-25,14.736,21.164,-4.143,64.464,0.7,8.2,45.0,35.1
2021-02-26,14.364,20.886,-3.757,63.586,0.5,15.8,50.625,35.0
2021-02-27,13.993,20.607,-3.371,62.707,4.3,16.2,56.25,48.6
2021-02-28,13.621,20.329,-2.986,61.829,3.2,10.8,61.875,49.0
2021-03-01,13.25,20.05,-2.6,60.95,0.5,9.0,67.5,91.0
2021-03-02,13.036,19.393,-2.443,59.586,0.2,6.9,0.1,75.9
2021-03-03,12.821,18.736,-2.286,58.221,-1.2,9.9,0.09,64.4
2021-03-04,12.607,18.079,-2.129,56.857,2.5,13.0,0.08,62.4
2021-03-05,12.393,17.421,-1.971,55.493,3.0,16.2,0.07,70.3
2021-03-06,12.179,16.764,-1.814,54.129,3.2,11.6,0.06,69.5
2021-03-07,11.964,16.107,-1.657,52.764,2.1,12.2,0.05,62.9
2021-03-08,11.75,15.45,-1.5,51.4,1.5,13.9,0.04,60.3
2021-03-09,11.557,16.207,-1.479,49.3,2.1,12.2,0.03,58.5
2021-03-10,11.364,16.964,-1.457,47.2,1.7,17.1,0.02,61.8
2021-03-11,11.171,17.721,-1.436,45.1,4.7,17.1,0.01,50.8
2021-03-12,10.979,18.479,-1.414,43.0,7.2,14.9,0.0,57.0
2021-03-13,10.786,19.236,-1.393,40.9,4.6,14.2,0.567,62.8
2021-03-14,10.593,19.993,-1.371,38.8,4.9,14.7,1.133,71.4
2021-03-15,10.4,20.75,-1.35,36.7,5.1,15.7,1.7,68.8
2021-03-16,10.9,19.421,-0.657,34.157,4.9,13.1,1.3,52.5
