date,ili,detection_rate,delta_ili,peak_gap,min_temp,max_temp,daily_rain,avg_humidity
2021-03-17,11.4,18.093,0.036,31.614,1.8,17.5,2.25,44.9
2021-03-18,11.9,16.764,0.729,29.071,5.0,18.4,3.2,50.1
2021-03-19,12.4,15.436,1.421,26.529,11.4,20.2,4.15,47.9
2021-03-20,12.9,14.107,2.114,23.986,7.4,14.7,5.1,74.6
2021-03-21,13.4,12.779,2.807,21.443,3.1,8.6,0.3,65.9
2021-03-22,13.9,11.45,3.5,18.9,1.1,11.1,4.5,55.3
2021-03-23,14.043,12.764,3.143,18.179,2.5,16.4,8.7,63.5
2021-03-24,14.186,14.079,2.786,17.457,5.7,16.9,12.9,61.5
2021-03-25,14.329,15.393,2.429,16.736,6.8,19.0,17.1,68.5
2021-03-26,14.471,16.707,2.071,16.014,4.8,20.6,21.3,58.4
2021-03-27,14.614,18.021,1.714,15.293,10.2,15.0,25.5,70.9
2021-03-28,14.757,19.336,1.357,14.571,7.7,13.0,9.2,95.8
2021-03-29,14.9,20.65,1.0,13.85,7.3,14.6,0.2,62.3
2021-03-30,15.107,20.471,1.064,13.421,4.1,18.2,0.15,47.3
2021-03-31,15.314,20.293,1.129,12.993,5.9,22.9,0.1,41.0
2021-04-01,15.521,20.114,1.193,12.564,12.0,24.0,0.05,33.0
2021-04-02,15.729,19.936,1.257,12.136,12.5,23.0,0.0,35.6
2021-04-03,15.936,19.757,1.321,11.707,10.9,18.0,56.2,80.8
2021-04-04,16.143,19.579,1.386,11.279,9.0,15.8,0.6,65.8
2021-04-05,16.35,19.4,1.45,10.85,5.4,19.3,3.275,47.9
2021-04-06,16.971,19.586,1.864,10.45,9.4,19.2,5.95,50.9
2021-04-07,17.593,19.771,2.279,10.05,8.1,20.4,8.625,47.5
2021-04-08,18.214,19.957,2.693,9.65,7.2,18.0,11.3,34.0
2021-04-09,18.836,20.143,3.107,9.25,7.6,19.6,13.975,39.3
2021-04-10,19.457,20.329,3.521,8.85,7.7,18.8,16.65,50.0
2021-04-11,20.079,20.514,3.936,8.45,7.5,21.8,19.325,45.4
2021-04-12,20.7,20.7,4.35,8.05,11.9,17.8,22.0,70.4
2021-04-13,20.543,20.564,3.571,7.971,5.7,13.5,8.0,74.0
2021-04-14,20.386,20.429,2.793,7.893,3.1,13.3,5.567,58.5
2021-04-15,20.229,20.293,2.014,7.814,6.3,18.3,3.133,62.3
2021-04-16,20.071,20.157,1.236,7.736,8.1,14.8,0.7,60.0
2021-04-17,19.914,20.021,0.457,7.657,6.0,14.6,0.0,56.6
2021-04-18,19.757,19.886,-0.321,7.579,5.6,15.3,0.0,64.3
2021-04-19,19.6,19.75,-1.1,7.5,5.8,19.4,0.0,65.3
2021-04-20,17.479,19.164,-3.064,9.293,8.1,22.0,0.0,55.1
2021-04-21,15.357,18.579,-5.029,11.086,10.3,28.2,0.0,43.1
2021-04-22,13.236,17.993,-6.993,12.879,16.1,27.5,0.0,37.9
2021-04-23,11.114,17.407,-8.957,14.671,17.0,21.7,0.0,41.4
2021-04-24,8.993,16.821,-10.921,16.464,15.3,22.2,0.0,43.0
2021-04-25,6.871,16.236,-12.886,18.257,12.6,24.0,0.567,50.0
2021-04-26,4.75,15.65,-14.85,20.05,12.3,20.6,1.133,51.8
2021-04-27,5.9,15.007,-11.579,18.643,12.5,20.0,1.7,62.4
2021-04-28,7.05,14.364,-8.307,17.236,11.2,18.2,4.7,64.1
2021-04-29,8.2,13.721,-5.036,15.829,10.9,20.1,3.9,54.1
2021-04-30,9.35,13.079,-1.764,14.421,8.6,14.6,26.3,81.8
2021-05-01,10.5,12.436,1.507,13.014,8.5,15.3,8.0,80.8
2021-05-02,11.65,11.793,4.779,11.607,7.3,18.7,1.7,67.9
2021-05-03,12.8,11.15,8.05,10.2,8.4,20.3,10.65,56.4
2021-05-04,12.429,10.607,6.529,10.343,11.4,15.8,19.6,82.6
2021-05-05,12.057,10.064,5.007,10.486,10.3,18.4,0.1,64.4
2021-05-06,11.686,9.521,3.486,10.629,7.9,23.1,4.45,46.4
2021-05-07,11.314,8.979,1.964,10.771,10.7,17.2,8.8,60.3
2021-05-08,10.943,8.436,0.443,10.914,8.9,21.0,5.867,66.1
2021-05-09,10.571,7.893,-1.079,11.057,10.0,21.8,2.933,51.3
2021-05-10,10.2,7.35,-2.6,11.2,11.7,14.6,0.0,67.9
2021-05-11,9.764,6.643,-2.664,11.621,9.4,25.7,3.0,48.9
2021-05-12,9.329,5.936,-2.729,12.043,16.9,27.7,6.0,39.5
2021-05-13,8.893,5.229,-2.793,12.464,16.6,29.6,9.0,54.4
2021-05-14,8.457,4.521,-2.857,12.886,18.0,30.8,12.0,60.3
2021-05-15,8.021,3.814,-2.921,13.307,20.8,26.2,15.0,79.5
2021-05-16,7.586,3.107,-2.986,13.729,14.8,20.8,66.9,97.6
2021-05-17,7.15,2.4,-3.05,14.15,14.2,16.7,3.1,93.0
2021-05-18,6.964,2.707,-2.8,14.336,13.6,24.5,2.367,70.5
2021-05-19,6.779,3.014,-2.55,14.521,12.4,26.6,1.633,52.3
2021-05-20,6.593,3.321,-2.3,14.707,15.6,22.9,0.9,59.8
2021-05-21,6.407,3.629,-2.05,14.893,14.2,18.2,6.9,86.5
2021-05-22,6.221,3.936,-1.8,15.079,13.8,23.8,0.2,69.3
2021-05-23,6.036,4.243,-1.55,15.264,14.3,25.1,2.9,64.4
2021-05-24,5.85,4.55,-1.3,15.45,16.4,24.5,5.6,61.0
2021-05-25,5.729,4.657,-1.236,15.571,11.9,19.3,8.3,72.3
2021-05-26,5.607,4.764,-1.171,15.693,11.5,23.0,0.0,58.5
2021-05-27,5.486,4.871,-1.107,15.814,13.9,18.7,8.9,83.0
2021-05-28,5.364,4.979,-1.043,15.936,12.4,19.7,12.3,86.0
2021-05-29,5.243,5.086,-0.979,16.057,12.8,19.1,0.3,79.8
2021-05-30,5.121,5.193,-0.914,16.179,10.8,26.3,18.1,73.0
2021-05-31,5.0,5.3,-0.85,16.3,16.5,23.8,4.0,78.9
2021-06-01,4.929,4.543,-0.8,16.371,15.9,23.9,3.2,74.6
2021-06-02,4.857,3.786,-0.75,16.443,16.6,29.7,10.65,64.4
2021-06-03,4.786,3.029,-0.7,16.514,14.6,22.7,18.1,80.8
2021-06-04,4.714,2.271,-0.65,16.586,13.3,23.6,13.575,69.4
2021-06-05,4.643,1.514,-0.6,16.657,17.0,25.7,9.05,68.1
2021-06-06,4.571,0.757,-0.55,16.729,18.4,28.2,4.525,69.6
2021-06-07,4.5,0.0,-0.5,16.8,19.4,24.0,0.0,71.5
2021-06-08,4.45,0.164,-0.479,16.814,18.8,29.5,0.1,69.6
2021-06-09,4.4,0.329,-0.457,16.829,19.5,31.6,3.1,59.1
2021-06-10,4.35,0.493,-0.436,16.843,20.5,29.8,6.1,68.5
2021-06-11,4.3,0.657,-0.414,16.857,19.9,24.4,4.6,84.5
2021-06-12,4.25,0.821,-0.393,16.871,18.2,30.2,3.925,74.6
2021-06-13,4.2,0.986,-0.371,16.886,20.9,29.7,3.25,72.6
2021-06-14,4.15,1.15,-0.35,16.9,18.9,30.2,2.575,68.8
2021-06-15,4.179,0.986,-0.271,15.943,21.5,25.3,1.9,79.1
2021-06-16,4.207,0.821,-0.193,14.986,20.3,28.9,0.95,59.9
2021-06-17,4.236,0.657,-0.114,14.029,19.6,25.0,0.0,71.4
2021-06-18,4.264,0.493,-0.036,13.071,19.0,21.4,6.3,92.1
2021-06-19,4.293,0.329,0.043,12.114,17.5,27.4,4.725,74.0
2021-06-20,4.321,0.164,0.121,11.157,17.6,29.0,3.15,73.3
2021-06-21,4.35,0.0,0.2,10.2,19.2,28.5,1.575,67.0
2021-06-22,4.257,0.0,0.079,10.093,19.7,28.6,0.0,67.9
2021-06-23,4.164,0.0,-0.043,9.986,18.8,27.9,7.5,70.5
2021-06-24,4.071,0.0,-0.164,9.879,18.5,28.0,6.5,71.1
2021-06-25,3.979,0.0,-0.286,9.771,19.5,29.5,5.5,69.0
2021-06-26,3.886,0.0,-0.407,9.664,19.9,26.7,4.5,78.5
2021-06-27,3.793,0.0,-0.529,9.557,19.8,30.8,38.2,72.1
2021-06-28,3.7,0.0,-0.65,9.45,21.0,29.2,0.1,76.4
2021-06-29,3.75,0.0,-0.507,8.979,21.3,28.4,8.0,78.6
2021-06-30,3.8,0.0,-0.364,8.507,21.0,28.8,6.0,77.9
2021-07-01,3.85,0.0,-0.221,8.036,21.4,31.0,24.0,70.9
2021-07-02,3.9,0.0,-0.079,7.564,23.6,31.8,42.0,64.1
2021-07-03,3.95,0.0,0.064,7.093,19.6,25.7,60.0,80.0
2021-07-04,4.0,0.0,0.207,6.621,19.8,23.1,21.4,96.8
2021-07-05,4.05,0.0,0.35,6.15,20.1,26.9,18.5,80.3
2021-07-06,3.986,0.0,0.236,5.779,21.0,30.1,15.6,73.4
2021-07-07,3.921,0.0,0.121,5.407,23.9,29.1,12.7,78.5
2021-07-08,3.857,0.0,0.007,5.036,23.8,29.8,2.9,81.6
2021-07-09,3.793,0.0,-0.107,4.664,23.6,29.2,0.0,77.3
2021-07-10,3.729,0.0,-0.221,4.293,23.1,29.2,0.5,80.4
2021-07-11,3.664,0.0,-0.336,3.921,24.1,27.5,0.4,86.8
2021-07-12,3.6,0.0,-0.45,3.55,23.8,32.5,0.3,75.1
2021-07-13,3.621,0.0,-0.364,3.35,26.3,31.5,0.2,76.1
2021-07-14,3.643,0.0,-0.279,3.15,26.1,33.5,0.1,71.4
2021-07-15,3.664,0.0,-0.193,2.95,25.9,34.5,0.0,71.1
2021-07-16,3.686,0.0,-0.107,2.75,24.2,35.2,0.0,68.4
2021-07-17,3.707,0.0,-0.021,2.55,24.7,32.8,0.0,63.1
2021-07-18,3.729,0.0,0.064,2.35,25.7,34.1,33.7,62.5
2021-07-19,3.75,0.0,0.15,2.15,24.0,30.5,67.4,80.1
2021-07-20,3.764,0.193,0.143,2.007,23.6,31.8,0.0,75.8
2021-07-21,3.779,0.386,0.136,1.864,25.3,35.3,0.0,64.0
2021-07-22,3.793,0.579,0.129,1.721,26.5,35.9,0.0,59.8
2021-07-23,3.807,0.771,0.121,1.579,27.2,35.8,0.0,61.8
2021-07-24,3.821,0.964,0.114,1.436,26.9,36.5,0.0,57.4
2021-07-25,3.836,1.157,0.107,1.293,27.2,35.9,0.0,55.8
2021-07-26,3.85,1.35,0.1,1.15,27.4,35.4,0.0,54.9
2021-07-27,3.864,1.157,0.1,1.1,27.8,35.7,0.0,60.5
2021-07-28,3.879,0.964,0.1,1.05,27.1,34.7,0.0,67.4
2021-07-29,3.893,0.771,0.1,1.0,27.0,33.3,1.0,69.9
2021-07-30,3.907,0.579,0.1,0.95,25.8,35.4,2.0,63.1
2021-07-31,3.921,0.386,0.1,0.9,26.8,34.3,3.0,69.9
2021-08-01,3.936,0.193,0.1,0.85,25.1,28.8,21.0,81.8
2021-08-02,3.95,0.0,0.1,0.8,25.0,28.6,1.7,82.6
2021-08-03,3.829,0.0,-0.036,0.921,24.1,31.4,0.0,76.9
2021-08-04,3.707,0.0,-0.171,1.043,26.3,33.2,2.54,70.6
2021-08-05,3.586,0.0,-0.307,1.164,25.6,33.7,5.08,68.1
2021-08-06,3.464,0.0,-0.443,1.286,26.0,32.2,7.62,68.4
2021-08-07,3.343,0.0,-0.579,1.407,23.4,32.3,10.16,65.0
2021-08-08,3.221,0.0,-0.714,1.529,24.4,32.1,12.7,74.8
2021-08-09,3.1,0.0,-0.85,1.65,23.3,33.6,8.467,62.4
2021-08-10,3.129,0.0,-0.7,1.6,24.3,32.2,4.233,62.5
2021-08-11,3.157,0.0,-0.55,1.55,24.1,31.6,0.0,70.3
2021-08-12,3.186,0.0,-0.4,1.5,24.0,31.7,0.0,67.1
2021-08-13,3.214,0.0,-0.25,1.45,23.4,30.1,0.0,70.4
2021-08-14,3.243,0.0,-0.1,1.4,23.4,30.5,0.0,63.9
2021-08-15,3.271,0.0,0.05,1.35,21.7,32.4,0.0,59.6
2021-08-16,3.3,0.0,0.2,1.3,22.5,32.8,0.0,61.1
2021-08-17,3.307,0.0,0.179,1.264,21.9,31.3,9.3,65.0
2021-08-18,3.314,0.0,0.157,1.229,20.6,31.0,5.6,69.6
2021-08-19,3.321,0.0,0.136,1.193,21.0,31.5,2.8,57.1
2021-08-20,3.329,0.0,0.114,1.157,22.6,30.7,0.0,63.6
2021-08-21,3.336,0.0,0.093,1.121,21.0,25.5,62.8,88.1
2021-08-22,3.343,0.0,0.071,1.086,22.4,27.0,0.0,81.5
2021-08-23,3.35,0.0,0.05,1.05,21.0,24.0,7.4,89.3
2021-08-24,3.264,0.0,-0.043,1.129,21.1,26.4,10.5,93.6
2021-08-25,3.179,0.0,-0.136,1.207,23.5,27.3,0.3,85.5
2021-08-26,3.093,0.0,-0.229,1.286,22.9,27.9,0.7,84.9
2021-08-27,3.007,0.0,-0.321,1.364,20.4,25.5,0.9,83.5
2021-08-28,2.921,0.0,-0.414,1.443,19.7,28.2,0.9,80.4
2021-08-29,2.836,0.0,-0.507,1.521,21.9,26.3,0.9,82.6
2021-08-30,2.75,0.0,-0.6,1.6,21.2,27.7,0.0,77.5
2021-08-31,2.99,0.105,-0.414,1.429,18.1,23.1,77.4,93.3
2021-09-01,3.231,0.21,-0.229,1.257,18.5,23.9,0.8,83.1
2021-09-02,3.471,0.314,-0.043,1.086,20.7,26.7,3.04,70.3
2021-09-03,3.712,0.419,0.143,0.914,20.6,29.2,5.28,60.3
2021-09-04,3.952,0.524,0.329,0.743,18.5,28.6,7.52,57.0
2021-09-05,4.193,0.629,0.514,0.571,19.4,27.3,9.76,61.1
2021-09-06,4.433,0.733,0.7,0.4,18.0,26.4,12.0,70.1
2021-09-07,4.519,0.724,0.686,0.295,17.6,20.9,29.6,98.1
2021-09-08,4.605,0.714,0.671,0.19,19.0,26.9,1.6,81.3
2021-09-09,4.69,0.705,0.657,0.086,19.1,29.1,6.715,76.5
2021-09-10,4.776,0.695,0.643,-0.019,19.5,28.9,11.831,76.0
2021-09-11,4.862,0.686,0.629,-0.124,19.9,29.4,16.946,73.1
2021-09-12,4.948,0.676,0.614,-0.229,19.2,29.8,22.062,64.6
2021-09-13,5.033,0.667,0.6,-0.333,20.8,30.3,27.177,67.1
2021-09-14,5.019,0.676,0.5,-0.248,20.0,29.5,32.292,63.3
2021-09-15,5.005,0.686,0.4,-0.162,19.5,28.9,37.408,57.5
2021-09-16,4.99,0.695,0.3,-0.076,18.0,27.3,42.523,61.1
2021-09-17,4.976,0.705,0.2,0.01,20.5,28.2,47.638,61.4
2021-09-18,4.962,0.714,0.1,0.095,18.9,29.8,52.754,65.1
2021-09-19,4.948,0.724,-0.0,0.181,20.8,27.8,57.869,62.9
2021-09-20,4.933,0.733,-0.1,0.267,19.0,28.4,62.985,63.6
2021-09-21,4.862,0.829,-0.157,0.348,17.4,26.2,68.1,85.1
2021-09-22,4.79,0.924,-0.214,0.429,16.8,24.3,4.5,79.0
2021-09-23,4.719,1.019,-0.271,0.51,16.9,25.9,3.6,67.3
2021-09-24,4.648,1.114,-0.329,0.59,16.7,26.9,2.7,67.5
2021-09-25,4.576,1.21,-0.386,0.671,18.7,23.1,1.8,72.6
2021-09-26,4.505,1.305,-0.443,0.752,18.4,27.3,0.9,63.0
2021-09-27,4.433,1.4,-0.5,0.833,18.7,25.0,0.0,66.0
2021-09-28,4.352,1.2,-0.51,0.914,19.6,24.4,1.3,75.1
2021-09-29,4.271,1.0,-0.519,0.995,17.8,21.4,13.1,93.5
2021-09-30,4.19,0.8,-0.529,1.076,16.0,25.9,13.2,83.9
2021-10-01,4.11,0.6,-0.538,1.157,16.9,27.5,13.3,75.8
2021-10-02,4.029,0.4,-0.548,1.238,16.4,26.6,10.067,77.1
2021-10-03,3.948,0.2,-0.557,1.319,17.1,28.8,6.833,69.5
2021-10-04,3.867,0.0,-0.567,1.4,19.2,25.6,3.6,81.0
2021-10-05,4.0,0.105,-0.352,1.267,21.7,26.5,0.0,82.4
2021-10-06,4.133,0.21,-0.138,1.133,17.9,21.7,6.4,91.5
2021-10-07,4.267,0.314,0.076,1.0,17.9,21.9,4.6,85.5
2021-10-08,4.4,0.419,0.29,0.867,17.5,20.0,3.5,91.3
2021-10-09,4.533,0.524,0.505,0.733,18.5,24.1,0.4,83.5
2021-10-10,4.667,0.629,0.719,0.6,14.9,24.3,14.2,89.0
2021-10-11,4.8,0.733,0.933,0.467,12.6,17.8,0.3,78.6
2021-10-12,4.771,0.629,0.771,0.571,15.8,21.3,0.225,67.1
2021-10-13,4.743,0.524,0.61,0.676,14.9,25.2,0.15,66.6
2021-10-14,4.714,0.419,0.448,0.781,17.4,23.9,0.075,73.6
2021-10-15,4.686,0.314,0.286,0.886,17.0,21.4,0.0,74.4
2021-10-16,4.657,0.21,0.124,0.99,4.2,18.1,0.0,47.5
2021-10-17,4.629,0.105,-0.038,1.095,1.3,10.8,2.8,37.4
2021-10-18,4.6,0.0,-0.2,1.2,2.8,16.1,5.6,60.4
2021-10-19,4.614,0.214,-0.157,1.238,7.1,15.0,4.4,72.8
2021-10-20,4.629,0.429,-0.114,1.276,4.6,15.8,3.85,64.9
2021-10-21,4.643,0.643,-0.071,1.314,4.9,16.2,3.3,64.1
2021-10-22,4.657,0.857,-0.029,1.352,5.2,17.2,2.75,58.4
2021-10-23,4.671,1.071,0.014,1.39,5.7,18.4,2.2,57.3
2021-10-24,4.686,1.286,0.057,1.429,6.0,18.1,1.65,63.1
2021-10-25,4.7,1.5,0.1,1.467,6.3,17.6,1.1,64.5
2021-10-26,4.776,1.381,0.162,1.39,7.7,19.0,0.55,74.5
2021-10-27,4.852,1.262,0.224,1.314,9.8,18.1,0.0,63.4
2021-10-28,4.929,1.143,0.286,1.238,7.1,20.0,0.175,54.6
2021-10-29,5.005,1.024,0.348,1.162,10.5,20.6,0.35,55.9
2021-10-30,5.081,0.905,0.41,1.086,11.0,18.0,0.525,62.4
2021-10-31,5.157,0.786,0.471,1.01,9.2,20.3,0.7,73.3
2021-11-01,5.233,0.667,0.533,0.933,10.3,16.9,0.525,77.3
2021-11-02,5.367,1.005,0.59,0.8,7.9,16.9,0.35,76.6
2021-11-03,5.5,1.343,0.648,0.667,7.6,17.1,0.175,71.1
2021-11-04,5.633,1.681,0.705,0.533,8.4,16.3,0.0,80.4
2021-11-05,5.767,2.019,0.762,0.4,7.8,20.2,6.425,68.5
2021-11-06,5.9,2.357,0.819,0.267,8.8,21.3,12.85,61.1
2021-11-07,6.033,2.695,0.876,0.133,9.7,21.3,19.275,57.5
2021-11-08,6.167,3.033,0.933,0.0,4.5,15.5,25.7,82.1
2021-11-09,6.362,3.157,0.995,-0.152,3.0,6.5,2.0,80.3
2021-11-10,6.557,3.281,1.057,-0.305,0.7,7.7,0.3,73.4
2021-11-11,6.752,3.405,1.119,-0.457,2.1,9.7,0.0,60.6
2021-11-12,6.948,3.529,1.181,-0.61,1.3,8.6,0.0,55.4
2021-11-13,7.143,3.652,1.243,-0.762,0.5,13.4,0.0,66.1
2021-11-14,7.338,3.776,1.305,-0.914,7.8,16.4,0.0,69.8
2021-11-15,7.533,3.9,1.367,-1.067,5.8,15.7,0.0,71.3
2021-11-16,7.848,4.552,1.486,-1.224,4.4,13.6,0.0,65.5
2021-11-17,8.162,5.205,1.605,-1.381,2.7,12.5,0.0,64.1
2021-11-18,8.476,5.857,1.724,-1.538,7.7,16.2,0.0,70.8
2021-11-19,8.79,6.51,1.843,-1.695,10.2,16.7,1.967,84.8
2021-11-20,9.105,7.162,1.962,-1.852,6.8,15.6,3.933,77.0
2021-11-21,9.419,7.814,2.081,-2.01,7.6,13.1,5.9,74.4
2021-11-22,9.733,8.467,2.2,-2.167,-0.6,7.5,1.3,61.8
2021-11-23,10.195,9.476,2.348,-2.319,-3.7,2.3,0.65,60.9
2021-11-24,10.657,10.486,2.495,-2.471,-2.6,9.1,0.0,64.3
2021-11-25,11.119,11.495,2.643,-2.624,2.6,9.9,0.0,55.0
2021-11-26,11.581,12.505,2.79,-2.776,-0.5,7.2,0.0,57.5
2021-11-27,12.043,13.514,2.938,-2.929,-1.4,10.1,6.8,53.0
2021-11-28,12.505,14.524,3.086,-3.081,-1.3,12.4,13.6,52.4
2021-11-29,12.967,15.533,3.233,-3.233,2.5,13.7,20.4,62.0
2021-11-30,14.562,15.571,4.367,-4.367,0.7,8.9,27.2,80.4
2021-12-01,16.157,15.61,5.5,-5.5,-3.0,1.5,13.65,51.8
2021-12-02,17.752,15.648,6.633,-6.633,-4.6,5.0,0.1,68.9
2021-12-03,19.348,15.686,7.767,-7.767,-1.8,4.6,0.4,53.3
2021-12-04,20.943,15.724,8.9,-8.9,-2.7,7.0,0.443,48.5
2021-12-05,22.538,15.762,10.033,-10.033,-2.3,9.6,0.486,50.4
2021-12-06,24.133,15.8,11.167,-11.167,-0.7,12.1,0.529,61.4
2021-12-07,25.89,16.976,11.329,-11.329,2.6,13.3,0.571,68.3
2021-12-08,27.648,18.152,11.49,-11.49,1.9,13.3,0.614,70.0
2021-12-09,29.405,19.329,11.652,-11.652,2.7,9.7,0.657,70.3
2021-12-10,31.162,20.505,11.814,-11.814,5.8,8.2,0.7,81.5
2021-12-11,32.919,21.681,11.976,-11.976,4.4,9.8,0.825,83.6
2021-12-12,34.676,22.857,12.138,-12.138,-3.8,5.1,0.95,61.8
2021-12-13,36.433,24.033,12.3,-12.3,-5.9,1.9,1.075,43.8
2021-12-14,38.862,26.91,12.971,-12.971,-0.7,8.2,1.2,64.9
2021-12-15,41.29,29.786,13.643,-13.643,5.4,10.0,2.1,84.8
2021-12-16,43.719,32.662,14.314,-14.314,3.3,9.8,0.0,71.6
2021-12-17,46.148,35.538,14.986,-14.986,-10.1,3.2,1.4,50.5
2021-12-18,48.576,38.414,15.657,-15.657,-11.2,-1.8,2.8,64.1
2021-12-19,51.005,41.29,16.329,-16.329,-5.8,4.2,0.2,63.8
2021-12-20,53.433,44.167,17.0,-17.0,-0.9,11.1,0.0,77.9
2021-12-21,55.443,45.162,15.576,-15.576,0.8,8.9,0.05,70.9
2021-12-22,57.452,46.157,14.152,-14.152,-2.6,8.2,0.1,47.4
2021-12-23,59.462,47.152,12.729,-12.729,-1.5,8.3,0.15,53.5
2021-12-24,61.471,48.148,11.305,-11.305,-7.3,3.2,0.2,65.3
2021-12-25,63.481,49.143,9.881,-9.881,-14.4,-7.3,0.133,42.4
2021-12-26,65.49,50.138,8.457,-8.457,-15.5,-7.3,0.067,43.5
2021-12-27,67.5,51.133,7.033,-7.033,-12.9,-3.9,0.0,60.9
2021-12-28,68.364,52.464,5.55,-5.55,-8.5,-0.9,0.1,73.8
2021-12-29,69.229,53.795,4.067,-4.067,-3.8,5.9,0.2,72.9
2021-12-30,70.093,55.126,2.583,-2.583,-6.8,0.2,0.0,48.5
2021-12-31,70.957,56.457,1.1,-1.1,-8.8,-3.9,0.1,35.9
2022-01-01,71.821,57.788,-0.383,0.383,-10.2,2.3,0.2,46.3
2022-01-02,72.686,59.119,-1.867,1.867,-5.2,3.0,0.3,57.9
2022-01-03,73.55,60.45,-3.35,3.35,-8.0,2.5,0.0,58.3
2022-01-04,72.064,59.321,-4.357,5.607,-5.6,1.0,0.0,51.8
2022-01-05,70.579,58.193,-5.364,7.864,-7.8,1.9,0.0,47.6
2022-01-06,69.093,57.064,-6.371,10.121,-5.9,3.3,0.0,47.1
2022-01-07,67.607,55.936,-7.379,12.379,-5.9,4.5,0.0,47.1
2022-01-08,66.121,54.807,-8.386,14.636,-5.0,3.7,0.0,64.3
2022-01-09,64.636,53.679,-9.393,16.893,-1.2,5.6,0.45,71.5
2022-01-10,63.15,52.55,-10.4,19.15,-3.4,4.4,0.9,68.3
2022-01-11,60.857,51.729,-11.207,21.536,-10.3,0.3,0.2,55.5
2022-01-12,58.564,50.907,-12.014,23.921,-11.3,-3.4,0.15,47.8
2022-01-13,56.271,50.086,-12.821,26.307,-8.9,-3.1,0.1,45.8
2022-01-14,53.979,49.264,-13.629,28.693,-10.1,1.3,0.05,41.8
2022-01-15,51.686,48.443,-14.436,31.079,-5.3,1.8,0.0,48.3
2022-01-16,49.393,47.621,-15.243,33.464,-7.2,2.4,0.0,54.5
2022-01-17,47.1,46.8,-16.05,35.85,-9.2,0.1,0.5,59.9
2022-01-18,45.057,45.336,-15.8,37.893,-9.9,-0.7,1.1,47.9
2022-01-19,43.014,43.871,-15.55,39.936,-7.7,-2.7,1.7,72.3
2022-01-20,40.971,42.407,-15.3,41.979,-9.8,0.9,1.533,63.5
2022-01-21,38.929,40.943,-15.05,44.021,-8.7,4.6,1.367,55.6
2022-01-22,36.886,39.479,-14.8,46.064,-5.0,7.1,1.2,52.4
2022-01-23,34.843,38.014,-14.55,48.107,-0.6,6.7,1.033,52.4
2022-01-24,32.8,36.55,-14.3,50.15,1.3,8.4,0.867,56.0
2022-01-25,31.957,36.807,-13.1,50.993,1.9,4.5,0.7,80.0
2022-01-26,31.114,37.064,-11.9,51.836,-1.9,6.8,0.783,62.8
2022-01-27,30.271,37.321,-10.7,52.679,-4.6,4.0,0.867,50.0
2022-01-28,29.429,37.579,-9.5,53.521,-5.9,2.1,0.95,51.6
2022-01-29,28.586,37.836,-8.3,54.364,-7.2,0.9,1.033,48.9
2022-01-30,27.743,38.093,-7.1,55.207,-8.0,2.4,1.117,45.4
2022-01-31,26.9,38.35,-5.9,56.05,-6.8,4.8,1.2,59.0
2022-02-01,26.379,36.679,-5.579,56.571,-2.7,0.9,1.7,76.6
2022-02-02,25.857,35.007,-5.257,57.093,-6.0,0.0,1.133,60.5
2022-02-03,25.336,33.336,-4.936,57.614,-6.9,0.4,0.567,52.4
2022-02-04,24.814,31.664,-4.614,58.136,-8.2,-0.7,0.0,53.3
2022-02-05,24.293,29.993,-4.293,58.657,-9.7,-2.0,0.17,48.8
2022-02-06,23.771,28.321,-3.971,59.179,-8.4,1.7,0.34,50.3
2022-02-07,23.25,26.65,-3.65,59.7,-7.3,1.9,0.51,51.3
2022-02-08,22.95,27.55,-3.429,60.0,-4.1,5.6,0.68,53.8
2022-02-09,22.65,28.45,-3.207,60.3,-4.3,7.2,0.85,52.3
2022-02-10,22.35,29.35,-2.986,60.6,-3.2,6.7,1.02,57.8
2022-02-11,22.05,30.25,-2.764,60.9,-2.6,8.8,1.19,61.1
2022-02-12,21.75,31.15,-2.543,61.2,-0.1,10.4,1.36,50.4
2022-02-13,21.45,32.05,-2.321,61.5,1.6,9.5,1.53,44.9
2022-02-14,21.15,32.95,-2.1,61.8,-1.3,8.1,1.7,68.3
2022-02-15,20.393,31.386,-2.557,62.557,-7.7,-1.3,0.0,58.0
2022-02-16,19.636,29.821,-3.014,63.314,-9.6,-4.1,0.0,50.4
2022-02-17,18.879,28.257,-3.471,64.071,-10.7,-0.5,0.033,41.6
2022-02-18,18.121,26.693,-3.929,64.829,-8.0,5.7,0.067,40.4
2022-02-19,17.364,25.129,-4.386,65.586,-6.2,3.7,0.1,52.9
2022-02-20,16.607,23.564,-4.843,66.343,-8.4,-0.5,0.1,41.1
2022-02-21,15.85,22.0,-5.3,67.1,-8.1,3.6,0.1,56.3
2022-02-22,15.479,21.721,-4.914,66.221,-8.0,0.5,0.3,43.3
2022-02-23,15.107,21.443,-4.529,65.343,-10.0,-0.6,0.5,38.5
2022-02-24,14.736,21.164,-4.143,64.464,-8.5,3.7,0.7,52.4
2022-02-25,14.364,20.886,-3.757,63.586,-3.6,8.4,0.9,77.5
2022-02-26,13.993,20.607,-3.371,62.707,1.0,9.3,1.1,78.4
2022-02-27,13.621,20.329,-2.986,61.829,-1.6,9.1,1.5,56.6
2022-02-28,13.25,20.05,-2.6,60.95,2.7,11.5,1.9,62.3
