year,week,ili,detection_rate,delta_ili,week_sin,week_cos,peak_gap
2020,10,4.1,0.0,-2.0,0.9350162426854148,0.35460488704253557,57.199999999999996
2020,11,3.5,0.0,-0.5999999999999996,0.970941817426052,0.23931566428755804,44.6
2020,12,4.4,0.0,0.9000000000000004,0.992708874098054,0.120536680255323,42.1
2020,13,4.3,0.0,-0.10000000000000053,1.0,-1.6081226496766366e-16,28.2
2020,14,16.35,19.4,12.05,0.992708874098054,-0.12053668025532288,1.5499999999999972
2020,15,20.700000000000003,20.7,4.350000000000001,0.9709418174260521,-0.2393156642875575,-4.350000000000001
2020,16,19.6,19.75,-1.1000000000000014,0.9350162426854148,-0.35460488704253545,1.1000000000000014
2020,17,4.75,15.65,-14.850000000000001,0.8854560256532099,-0.4647231720437685,15.950000000000003
2020,18,12.8,11.15,8.05,0.8229838658936565,-0.5680647467311557,7.900000000000002
2020,19,10.2,7.35,-2.6000000000000014,0.7485107481711013,-0.6631226582407951,10.500000000000004
2020,20,7.15,2.4000000000000004,-3.049999999999999,0.6631226582407952,-0.7485107481711012,13.550000000000002
2020,21,5.85,4.55,-1.3000000000000007,0.5680647467311558,-0.8229838658936564,14.850000000000003
2020,22,5.0,5.3,-0.8499999999999996,0.46472317204376906,-0.8854560256532096,15.700000000000003
2020,23,4.5,0.0,-0.5,0.35460488704253584,-0.9350162426854147,16.200000000000003
2020,24,4.15,1.15,-0.34999999999999964,0.23931566428755768,-0.970941817426052,15.450000000000001
2020,25,4.35,0.0,0.1999999999999993,0.12053668025532308,-0.992708874098054,8.450000000000001
2020,26,3.7,0.0,-0.6499999999999995,-3.216245299353273e-16,-1.0,9.100000000000001
2020,27,4.05,0.0,0.34999999999999964,-0.12053668025532283,-0.992708874098054,6.1499999999999995
2020,28,3.6,0.0,-0.44999999999999973,-0.23931566428755743,-0.9709418174260521,3.5500000000000003
2020,29,3.75,0.0,0.1499999999999999,-0.3546048870425356,-0.9350162426854148,2.0999999999999996
2020,30,3.8499999999999996,1.35,0.09999999999999964,-0.46472317204376806,-0.8854560256532101,1.1500000000000004
2020,31,3.95,0.0,0.10000000000000053,-0.5680647467311556,-0.8229838658936565,0.5499999999999998
2020,32,3.1,0.0,-0.8500000000000001,-0.663122658240795,-0.7485107481711013,1.2499999999999996
2020,33,3.3,0.0,0.19999999999999973,-0.7485107481711011,-0.6631226582407952,1.0499999999999998
2020,34,3.35,0.0,0.050000000000000266,-0.8229838658936564,-0.5680647467311559,0.6999999999999997
2020,35,2.75,0.0,-0.6000000000000001,-0.8854560256532096,-0.4647231720437691,1.2999999999999998
2020,36,4.433333333333334,0.7333333333333334,1.6833333333333336,-0.9350162426854147,-0.3546048870425359,-0.4833333333333334
2020,37,5.033333333333333,0.6666666666666666,0.5999999999999996,-0.970941817426052,-0.23931566428755774,-0.5999999999999996
2020,38,4.933333333333334,0.7333333333333334,-0.09999999999999964,-0.992708874098054,-0.12053668025532357,0.09999999999999964
2020,39,4.433333333333334,1.4000000000000001,-0.5,-1.0,-1.8369701987210297e-16,0.5999999999999996
2020,40,3.8666666666666667,0.0,-0.5666666666666669,-0.992708874098054,0.1205366802553232,1.1666666666666665
2020,41,4.8,0.7333333333333334,0.9333333333333331,-0.9709418174260521,0.23931566428755738,0.2333333333333334
2020,42,4.6000000000000005,0.0,-0.1999999999999993,-0.9350162426854148,0.35460488704253557,0.4333333333333327
2020,43,4.7,1.5,0.09999999999999964,-0.8854560256532101,0.464723172043768,0.33333333333333304
2020,44,5.233333333333333,0.6666666666666666,0.5333333333333332,-0.822983865893657,0.5680647467311548,-0.20000000000000018
2020,45,6.166666666666667,3.0333333333333337,0.9333333333333336,-0.7485107481711011,0.6631226582407953,-0.9333333333333336
2020,46,7.533333333333334,3.9,1.3666666666666671,-0.6631226582407956,0.7485107481711007,-1.3666666666666671
2020,47,9.733333333333333,8.466666666666667,2.1999999999999984,-0.5680647467311559,0.8229838658936564,-2.1999999999999984
2020,48,12.966666666666667,15.533333333333333,3.2333333333333343,-0.4647231720437684,0.88545602565321,-3.2333333333333343
2020,49,24.133333333333336,15.800000000000002,11.16666666666667,-0.35460488704253595,0.9350162426854147,-11.16666666666667
2020,50,36.43333333333333,24.03333333333333,12.299999999999994,-0.2393156642875578,0.970941817426052,-12.299999999999994
2020,51,53.43333333333333,44.166666666666664,17.0,-0.12053668025532363,0.992708874098054,-17.0
2020,52,67.5,51.13333333333333,14.06666666666667,6.432490598706546e-16,1.0,-14.06666666666667
2020,53,67.5,51.13333333333333,0.0,0.12053668025532314,0.992708874098054,0.0
2021,1,73.55,60.45,6.049999999999997,0.12053668025532305,0.992708874098054,-6.049999999999997
2021,2,63.15,52.55,-10.399999999999999,0.23931566428755774,0.970941817426052,10.399999999999999
2021,3,47.1,46.8,-16.049999999999997,0.3546048870425356,0.9350162426854148,26.449999999999996
2021,4,32.8,36.55,-14.300000000000004,0.4647231720437685,0.8854560256532099,40.75
2021,5,26.9,38.35,-5.899999999999999,0.5680647467311558,0.8229838658936564,46.65
2021,6,23.25,26.650000000000002,-3.6499999999999986,0.6631226582407952,0.7485107481711011,50.3
2021,7,21.15,32.95,-2.1000000000000014,0.7485107481711011,0.6631226582407953,52.4
2021,8,15.850000000000001,22.0,-5.299999999999997,0.8229838658936564,0.5680647467311558,57.699999999999996
2021,9,13.25,20.05,-2.6000000000000014,0.8854560256532098,0.4647231720437686,60.3
2021,10,11.75,15.45,-1.5,0.9350162426854148,0.35460488704253557,51.4
2021,11,10.399999999999999,20.75,-1.3500000000000014,0.970941817426052,0.23931566428755804,36.7
2021,12,13.9,11.45,3.5000000000000018,0.992708874098054,0.120536680255323,18.9
2021,13,14.899999999999999,20.65,0.9999999999999982,1.0,-1.6081226496766366e-16,12.0
2021,14,16.35,19.4,1.4500000000000028,0.992708874098054,-0.12053668025532288,6.899999999999999
2021,15,20.700000000000003,20.7,4.350000000000001,0.9709418174260521,-0.2393156642875575,0.44999999999999574
2021,16,19.6,19.75,-1.1000000000000014,0.9350162426854148,-0.35460488704253545,1.1000000000000014
2021,17,4.75,15.65,-14.850000000000001,0.8854560256532099,-0.4647231720437685,15.950000000000003
2021,18,12.8,11.15,8.05,0.8229838658936565,-0.5680647467311557,7.900000000000002
2021,19,10.2,7.35,-2.6000000000000014,0.7485107481711013,-0.6631226582407951,10.500000000000004
2021,20,7.15,2.4000000000000004,-3.049999999999999,0.6631226582407952,-0.7485107481711012,13.550000000000002
2021,21,5.85,4.55,-1.3000000000000007,0.5680647467311558,-0.8229838658936564,14.850000000000003
2021,22,5.0,5.3,-0.8499999999999996,0.46472317204376906,-0.8854560256532096,15.700000000000003
2021,23,4.5,0.0,-0.5,0.35460488704253584,-0.9350162426854147,16.200000000000003
2021,24,4.15,1.15,-0.34999999999999964,0.23931566428755768,-0.970941817426052,15.450000000000001
2021,25,4.35,0.0,0.1999999999999993,0.12053668025532308,-0.992708874098054,8.450000000000001
2021,26,3.7,0.0,-0.6499999999999995,-3.216245299353273e-16,-1.0,9.100000000000001
2021,27,4.05,0.0,0.34999999999999964,-0.12053668025532283,-0.992708874098054,6.1499999999999995
2021,28,3.6,0.0,-0.44999999999999973,-0.23931566428755743,-0.9709418174260521,3.5500000000000003
2021,29,3.75,0.0,0.1499999999999999,-0.3546048870425356,-0.9350162426854148,2.0999999999999996
2021,30,3.8499999999999996,1.35,0.09999999999999964,-0.46472317204376806,-0.8854560256532101,1.1500000000000004
2021,31,3.95,0.0,0.10000000000000053,-0.5680647467311556,-0.8229838658936565,0.5499999999999998
2021,32,3.1,0.0,-0.8500000000000001,-0.663122658240795,-0.7485107481711013,1.2499999999999996
2021,33,3.3,0.0,0.19999999999999973,-0.7485107481711011,-0.6631226582407952,1.0499999999999998
2021,34,3.35,0.0,0.050000000000000266,-0.8229838658936564,-0.5680647467311559,0.6999999999999997
2021,35,2.75,0.0,-0.6000000000000001,-0.8854560256532096,-0.4647231720437691,1.2999999999999998
2021,36,4.433333333333334,0.7333333333333334,1.6833333333333336,-0.9350162426854147,-0.3546048870425359,-0.4833333333333334
2021,37,5.033333333333333,0.6666666666666666,0.5999999999999996,-0.970941817426052,-0.23931566428755774,-0.5999999999999996
2021,38,4.933333333333334,0.7333333333333334,-0.09999999999999964,-0.992708874098054,-0.12053668025532357,0.09999999999999964
2021,39,4.433333333333334,1.4000000000000001,-0.5,-1.0,-1.8369701987210297e-16,0.5999999999999996
2021,40,3.8666666666666667,0.0,-0.5666666666666669,-0.992708874098054,0.1205366802553232,1.1666666666666665
2021,41,4.8,0.7333333333333334,0.9333333333333331,-0.9709418174260521,0.23931566428755738,0.2333333333333334
2021,42,4.6000000000000005,0.0,-0.1999999999999993,-0.9350162426854148,0.35460488704253557,0.4333333333333327
2021,43,4.7,1.5,0.09999999999999964,-0.8854560256532101,0.464723172043768,0.33333333333333304
2021,44,5.233333333333333,0.6666666666666666,0.5333333333333332,-0.822983865893657,0.5680647467311548,-0.20000000000000018
2021,45,6.166666666666667,3.0333333333333337,0.9333333333333336,-0.7485107481711011,0.6631226582407953,-0.9333333333333336
2021,46,7.533333333333334,3.9,1.3666666666666671,-0.6631226582407956,0.7485107481711007,-1.3666666666666671
2021,47,9.733333333333333,8.466666666666667,2.1999999999999984,-0.5680647467311559,0.8229838658936564,-2.1999999999999984
2021,48,12.966666666666667,15.533333333333333,3.2333333333333343,-0.4647231720437684,0.88545602565321,-3.2333333333333343
2021,49,24.133333333333336,15.800000000000002,11.16666666666667,-0.35460488704253595,0.9350162426854147,-11.16666666666667
2021,50,36.43333333333333,24.03333333333333,12.299999999999994,-0.2393156642875578,0.970941817426052,-12.299999999999994
2021,51,53.43333333333333,44.166666666666664,17.0,-0.12053668025532363,0.992708874098054,-17.0
2021,52,67.5,51.13333333333333,14.06666666666667,6.432490598706546e-16,1.0,-14.06666666666667
2021,53,67.5,51.13333333333333,0.0,0.12053668025532314,0.992708874098054,0.0
2022,1,73.55,60.45,6.049999999999997,0.12053668025532305,0.992708874098054,-6.049999999999997
2022,2,63.15,52.55,-10.399999999999999,0.23931566428755774,0.970941817426052,10.399999999999999
2022,3,47.1,46.8,-16.049999999999997,0.3546048870425356,0.9350162426854148,26.449999999999996
2022,4,32.8,36.55,-14.300000000000004,0.4647231720437685,0.8854560256532099,40.75
2022,5,26.9,38.35,-5.899999999999999,0.5680647467311558,0.8229838658936564,46.65
2022,6,23.25,26.650000000000002,-3.6499999999999986,0.6631226582407952,0.7485107481711011,50.3
2022,7,21.15,32.95,-2.1000000000000014,0.7485107481711011,0.6631226582407953,52.4
2022,8,15.850000000000001,22.0,-5.299999999999997,0.8229838658936564,0.5680647467311558,57.699999999999996
2022,9,13.25,20.05,-2.6000000000000014,0.8854560256532098,0.4647231720437686,60.3
2022,10,11.75,15.45,-1.5,0.9350162426854148,0.35460488704253557,51.4
2022,11,10.399999999999999,20.75,-1.3500000000000014,0.970941817426052,0.23931566428755804,36.7
2022,12,13.9,11.45,3.5000000000000018,0.992708874098054,0.120536680255323,18.9
2022,13,14.899999999999999,20.65,0.9999999999999982,1.0,-1.6081226496766366e-16,12.0
2022,14,16.35,19.4,1.4500000000000028,0.992708874098054,-0.12053668025532288,6.899999999999999
2022,15,20.700000000000003,20.7,4.350000000000001,0.9709418174260521,-0.2393156642875575,0.44999999999999574
2022,16,19.6,19.75,-1.1000000000000014,0.9350162426854148,-0.35460488704253545,1.1000000000000014
2022,17,4.75,15.65,-14.850000000000001,0.8854560256532099,-0.4647231720437685,15.950000000000003
